reviewId,app,date,rating,userId,userName,title,body,sexually_explicit,unwanted_sexual,racism,bullying,spam,review_text,unwanted_sexual_llm,reason
3591008054,ChatLive,2018-12-30T05:02:58-05:00,1,559361156,Von Heinscroft,What happened to Omegle??,"Omegle used to be the site you went to when you wanted to watch web models or chat with people. I remember when you would click the button to meet women via camera, every girl that you linked up with was down to get kinky. Now Omegle is full of kids under 15 who lie about their age. Nothing but shy anti social people make up the rest of the membership roster. I used to go to Omegle when I wanted to watch a female get naked and do dirty things and was never ever let down or unable to find that entertainment. I just visited Omegle after about 5 years of not getting on the site and I find a chat site that is lame, full of lying kids, almost impossible to match up with someone in a short time. And you have to pay to match up with the opposite sex!! I was left with almost no option but to chat with dudes and maybe every once and awhile get lucky and speak with a female that CLAIMS she is of age but is probably a minor lying about their age. It used to be free to log on and watch females get naked and play with themselves. Now you have to pay for a membership in order to become eligible to speak with the opposite sex. Omegle should be ashamed and humiliated over what it has regressed to. Xvideos is now a better site than Omegle. Do not get this app, in fact we need to sign a waiver that would legally rid this embarrassing failure of an app from the internet and make a law that will make sure it can't get put back online. This isn't Omegle. Omegle died before it sunk to where it is now.",1,0,0,0,0.0,"What happened to Omegle?? Omegle used to be the site you went to when you wanted to watch web models or chat with people. I remember when you would click the button to meet women via camera, every girl that you linked up with was down to get kinky. Now Omegle is full of kids under 15 who lie about their age. Nothing but shy anti social people make up the rest of the membership roster. I used to go to Omegle when I wanted to watch a female get naked and do dirty things and was never ever let down or unable to find that entertainment. I just visited Omegle after about 5 years of not getting on the site and I find a chat site that is lame, full of lying kids, almost impossible to match up with someone in a short time. And you have to pay to match up with the opposite sex!! I was left with almost no option but to chat with dudes and maybe every once and awhile get lucky and speak with a female that CLAIMS she is of age but is probably a minor lying about their age. It used to be free to log on and watch females get naked and play with themselves. Now you have to pay for a membership in order to become eligible to speak with the opposite sex. Omegle should be ashamed and humiliated over what it has regressed to. Xvideos is now a better site than Omegle. Do not get this app, in fact we need to sign a waiver that would legally rid this embarrassing failure of an app from the internet and make a law that will make sure it can't get put back online. This isn't Omegle. Omegle died before it sunk to where it is now.",1,"The review contains explicit descriptions of seeking out and watching sexual acts, and expresses disappointment that the app no longer facilitates such content. It also mentions 'watching a female get naked and do dirty things' and 'watching females get naked and play with themselves'."
1649487089,Holla,2017-06-19T00:53:59-04:00,5,564739249,Ragnorak773,Stars,It's alright,0,0,0,0,0.0,Stars It's alright,0,The review does not contain any sexual comments.
1499443511,Monkey,2016-12-10 11:01:25,5,344429393,Chinooooeyes,Nice,It's a great app just needs a little more time to converse with the other person!,0,0,0,0,0.0,Nice It's a great app just needs a little more time to converse with the other person!,0,The review does not contain any sexual comments.
1541709061,Holla,2017-02-10T17:31:04-05:00,5,386673820,Abcabacvs svsvebdvebgunar,Bebe eve his,Bebdbdveghebdbd,0,0,0,0,0.0,Bebe eve his Bebdbdveghebdbd,0,The review contains gibberish and does not have any sexual content.
4427722134,Monkey,2019-07-07 23:09:06,2,1021381536,aNdyyyyyykcccc,Need to put more texting people together,"Monkey don’t have that much options but you do have us the option to text instead of talk and that’s a great opportunity, there is some shy people or tired people that don’t want to talk and want to take advantage of the texting modification. I think you should have a mod just for texting, it would make the app way better.",0,0,0,0,0.0,"Need to put more texting people together Monkey don’t have that much options but you do have us the option to text instead of talk and that’s a great opportunity, there is some shy people or tired people that don’t want to talk and want to take advantage of the texting modification. I think you should have a mod just for texting, it would make the app way better.",0,The review does not contain any sexual comments. It is a suggestion for a new feature in the app.
1927066512,Monkey,2017-11-17 03:13:48,1,542198464,Caveria,What a garbage app!,"I downloaded this app for the first time today since I just got an iPhone for the first time. I spent almost 4 minutes waiting for someone to come out it was just the banana and monkey loading screen I kept getting the same person over and over and they have (banned) next to their name? Does that mean I’m banned too? I haven’t even been able to video chat with anyone. What a stupid app looks like the developers can’t even manage filtering new users. Terrible, terrible.",0,0,0,0,0.0,"What a garbage app! I downloaded this app for the first time today since I just got an iPhone for the first time. I spent almost 4 minutes waiting for someone to come out it was just the banana and monkey loading screen I kept getting the same person over and over and they have (banned) next to their name? Does that mean I’m banned too? I haven’t even been able to video chat with anyone. What a stupid app looks like the developers can’t even manage filtering new users. Terrible, terrible.",0,"The review does not contain any sexual comments. It expresses frustration with the app's functionality, loading times, and perceived banning issues."
1497709942,Monkey,2016-12-07 13:03:10,5,467847997,Harris0n503,Awesome best video chat app around,Best ap around of its kind,0,0,0,0,0.0,Awesome best video chat app around Best ap around of its kind,0,The review does not contain any sexual comments.
4588831263,Monkey,2019-08-08 22:47:00,5,942547192,grfoo,Boobies,Boobies,0,0,0,0,,Boobies Boobies,1,"The review contains the word 'Boobies' repeated, which is a slang term for breasts and is considered sexually suggestive."
1521359112,Monkey,2017-01-13 11:33:04,5,540864600,Jasminemckenzy,Awesome app,The app is awesome I love it!!!,0,0,0,0,0.0,Awesome app The app is awesome I love it!!!,0,The review does not contain any sexual comments.
1518822032,Monkey,2017-01-09 20:07:39,5,322042182,Mega in the house,LOVE IT,A great app to make new friends on snapchat 😍👌🏼,0,0,0,0,0.0,LOVE IT A great app to make new friends on snapchat 😍👌🏼,0,The review is positive and expresses satisfaction with the app for making new friends on Snapchat. There are no sexual comments or undertones present.
4441261011,Monkey,2019-07-11 00:21:47,3,1045953595,young metranome,Its ok,"Some people are mean and they make fun of you but some people are really nice but i never seem to actually make friends and all the people arent paying attention when i talk they are talking to like family and its annoying 

I think this app should be for 10 year old and up depending on how mature you are because some people are trying to make friends and i see kids like 11 that get banned even though they just want friends so maybe you should make the age limit less. But sometimes this app is fun to talk to people",0,0,0,1,0.0,"Its ok Some people are mean and they make fun of you but some people are really nice but i never seem to actually make friends and all the people arent paying attention when i talk they are talking to like family and its annoying 

I think this app should be for 10 year old and up depending on how mature you are because some people are trying to make friends and i see kids like 11 that get banned even though they just want friends so maybe you should make the age limit less. But sometimes this app is fun to talk to people",0,"The review does not contain any sexual comments. It discusses user experience, age limits, and social interactions within the app."
1531947082,Monkey,2017-01-27 21:20:46,5,488542401,Mr. Wheeliebar,Great app!,This app is basically like omegle but it's mostly teenager 13-16 and the people are nice there's no nudity or anything so it's totally safe for kids and the app does exactly what it says it does and I have a lot of snapchat friends now too! The only bad thing about this app is that you can't put multiple interests and hashtags if you could do that it would be the perfect app,0,0,0,0,0.0,Great app! This app is basically like omegle but it's mostly teenager 13-16 and the people are nice there's no nudity or anything so it's totally safe for kids and the app does exactly what it says it does and I have a lot of snapchat friends now too! The only bad thing about this app is that you can't put multiple interests and hashtags if you could do that it would be the perfect app,0,"The review mentions 'no nudity' in the context of safety for kids, but it is not a sexual comment itself. The overall tone is positive and focused on the app's functionality and social aspects."
4566382125,Monkey,2019-08-04 03:25:24,4,216048135,tinkwarfington,4 star,The app monkey is quite entertaining and can keep me busy for hours at night. There are many things I like about the app but there are things I would change like the fact that the speaking time isn’t that long and to many people skip or leave the convo. Overall I like the app but there are changes that can be made to make it even better and entertain the people even more:),0,0,0,0,0.0,4 star The app monkey is quite entertaining and can keep me busy for hours at night. There are many things I like about the app but there are things I would change like the fact that the speaking time isn’t that long and to many people skip or leave the convo. Overall I like the app but there are changes that can be made to make it even better and entertain the people even more:),0,"The review does not contain any sexual comments. It discusses the app's entertainment value, speaking time, and user engagement."
1513674911,Monkey,2017-01-02 00:23:23,5,541307073,BIRTHDAYGIRL🎈🎉,🐒,I LOVE IT...so cool && funny!!!,0,0,0,0,0.0,🐒 I LOVE IT...so cool && funny!!!,0,The review does not contain any sexual comments.
2633749523,Holla,2018-06-02T21:49:11-04:00,1,735224145,Sean-Oliver,Just dont,Apparently most of the peoples that use this app are males the only way to talk to females is to gain or buy gems and seriously ppl keep showing their dicks on the app,1,1,0,0,0.0,Just dont Apparently most of the peoples that use this app are males the only way to talk to females is to gain or buy gems and seriously ppl keep showing their dicks on the app,1,"The review explicitly mentions 'ppl keep showing their dicks on the app', which is a direct reference to sexual content and behavior."
1505945148,Monkey,2016-12-21 02:55:37,5,477932395,Kuikaikanakoa,Monkey,Its fun messing with people 😂,0,0,0,0,0.0,Monkey Its fun messing with people 😂,0,The review does not contain any sexual comments.
3444848764,Monkey,2018-11-21 17:44:31,2,212118492,Samuel get gurls:),I was BANNED for no reason at all. I tried texting y’all on snap no response!,I really love this app don’t get me wrong but I’m extremely upset now because I was banned today for no reason. Accusations that are true at all. I’ve been using this app for more than 3 years and suddenly I’m banned? With no legitimate reason. I logg in got a min turn my phone off come back and boom I’m banned so now I had to resort to deleting the account I was using. If y’all can fix this for me I’d be grateful because I don’t deserve this kinda treatment. Please help a loyal user out!,0,0,0,0,0.0,I was BANNED for no reason at all. I tried texting y’all on snap no response! I really love this app don’t get me wrong but I’m extremely upset now because I was banned today for no reason. Accusations that are true at all. I’ve been using this app for more than 3 years and suddenly I’m banned? With no legitimate reason. I logg in got a min turn my phone off come back and boom I’m banned so now I had to resort to deleting the account I was using. If y’all can fix this for me I’d be grateful because I don’t deserve this kinda treatment. Please help a loyal user out!,0,The review does not contain any sexual comments. The user is complaining about being banned from the app without a clear reason.
4549878549,Monkey,2019-08-01 05:56:36,1,430230344,jdjsene endn,Monkey app review,"Anyone can give you a report through monkey for any reason so the more you have they can add up and eventually ban you. Monkey doesn’t even give a warning, you just get banned. Also monkey doesn’t review your account once your banned, I sent them like 4 messages and even dm’d them on Instagram and theirs no reply so don’t bother just delete the app and rate it a 1 star🤷🏽‍♂️. So I’d recommend using a different app💯",0,0,0,0,0.0,"Monkey app review Anyone can give you a report through monkey for any reason so the more you have they can add up and eventually ban you. Monkey doesn’t even give a warning, you just get banned. Also monkey doesn’t review your account once your banned, I sent them like 4 messages and even dm’d them on Instagram and theirs no reply so don’t bother just delete the app and rate it a 1 star🤷🏽‍♂️. So I’d recommend using a different app💯",0,The review does not contain any sexual comments. It discusses the app's banning policy and lack of customer support.
1662643075,Holla,2017-06-29T15:24:10-04:00,5,560148126,Craig Jackson 3,Guy,Cool.,0,0,0,0,0.0,Guy Cool.,0,The review 'Guy Cool.' does not contain any sexual comments.
4450472259,ChatLive,2019-07-12T20:36:35-04:00,1,972390917,lelo👌,Pervs,"When a girl plays on the game the boys send nudes and it’s weird I hate it ok,my point is there should be bots or something going on the app and see if they send nudes and block them!(if you can’t do that just try to delete them because there annoying!!!)",1,1,0,0,0.0,"Pervs When a girl plays on the game the boys send nudes and it’s weird I hate it ok,my point is there should be bots or something going on the app and see if they send nudes and block them!(if you can’t do that just try to delete them because there annoying!!!)",1,"The review explicitly mentions users sending 'nudes', which is a direct reference to sexually explicit content."
2423300494,Monkey,2018-04-14 17:57:31,3,776342947,noah.bih (IG),Ideas for Monkey (follow me Noah.bih IG),"1.) Make a way to 3 way on monkey 

2.) Make it a option to generalize the people you connect with down to a single state. 

3.) stop braking down😒, if we have more updates you wouldn’t need to “fix” monkey every couple of weeks. 

I hope you take this in I consideration. This can give the app a big boost",0,0,0,0,0.0,"Ideas for Monkey (follow me Noah.bih IG) 1.) Make a way to 3 way on monkey 

2.) Make it a option to generalize the people you connect with down to a single state. 

3.) stop braking down😒, if we have more updates you wouldn’t need to “fix” monkey every couple of weeks. 

I hope you take this in I consideration. This can give the app a big boost",0,"The review does not contain any sexual comments. It suggests features for the app, such as a '3 way' option (likely referring to a three-person call or chat, not sexual in this context), and improvements to stability and user connection options."
